Division,Division Description,Major Group,Major Group Description,Industry Group,Industry Group Description,SIC,Description,GICS,etf_ticker
D,Manufacturing,33,Primary Metal Industries,333,Primary Smelting And Refining Of Nonferrous,3339,"Primary Smelting and Refining of Nonferrous Metals, Except Copper and Aluminum",Industrials,XLI
D,Manufacturing,33,Primary Metal Industries,334,Secondary Smelting And Refining Of Nonferrous,3341,Secondary Smelting and Refining of Nonferrous Metals,Industrials,XLI
D,Manufacturing,33,Primary Metal Industries,335,"Rolling, Drawing, And Extruding Of Nonferrous",3351,"Rolling, Drawing, and Extruding Of Copper",Industrials,XLI
D,Manufacturing,33,Primary Metal Industries,335,"Rolling, Drawing, And Extruding Of Nonferrous",3353,"Aluminum Sheet, Plate, and Foil",Industrials,XLI
D,Manufacturing,33,Primary Metal Industries,335,"Rolling, Drawing, And Extruding Of Nonferrous",3354,Aluminum Extruded Products,Industrials,XLI
D,Manufacturing,33,Primary Metal Industries,335,"Rolling, Drawing, And Extruding Of Nonferrous",3355,"Aluminum Rolling and Drawing, Not Elsewhere Classified",Industrials,XLI
D,Manufacturing,33,Primary Metal Industries,335,"Rolling, Drawing, And Extruding Of Nonferrous",3356,"Rolling, Drawing, and Extruding of Nonferrous Metals, Except Copper and Aluminum",Industrials,XLI
D,Manufacturing,33,Primary Metal Industries,335,"Rolling, Drawing, And Extruding Of Nonferrous",3357,Drawing and Insulating of Nonferrous Wire,Industrials,XLI
D,Manufacturing,33,Primary Metal Industries,336,Nonferrous Foundries (castings),3363,Aluminum Die-Castings,Industrials,XLI
D,Manufacturing,33,Primary Metal Industries,336,Nonferrous Foundries (castings),3364,"Nonferrous Die-Castings, Except Aluminum",Industrials,XLI
D,Manufacturing,33,Primary Metal Industries,336,Nonferrous Foundries (castings),3365,Aluminum Foundries,Industrials,XLI
D,Manufacturing,33,Primary Metal Industries,336,Nonferrous Foundries (castings),3366,Copper Foundries,Industrials,XLI
D,Manufacturing,33,Primary Metal Industries,336,Nonferrous Foundries (castings),3369,"Nonferrous Foundries, Except Aluminum and Copper",Industrials,XLI
D,Manufacturing,33,Primary Metal Industries,339,Miscellaneous Primary Metal Products,3398,Metal Heat Treating,Industrials,XLI
D,Manufacturing,33,Primary Metal Industries,339,Miscellaneous Primary Metal Products,3399,"Primary Metal Products, Not Elsewhere Classified",Industrials,XLI
D,Manufacturing,34,"Fabricated Metal Products, Except Machinery And Transportation Equipment",341,Metal Cans And Shipping Containers,3411,Metal Cans,Industrials,XLI
D,Manufacturing,34,"Fabricated Metal Products, Except Machinery And Transportation Equipment",341,Metal Cans And Shipping Containers,3412,"Metal Shipping Barrels, Drums, Kegs, and Pails",Industrials,XLI
D,Manufacturing,34,"Fabricated Metal Products, Except Machinery And Transportation Equipment",342,"Cutlery, Handtools, And General Hardware",3421,Cutlery,Industrials,XLI
D,Manufacturing,34,"Fabricated Metal Products, Except Machinery And Transportation Equipment",342,"Cutlery, Handtools, And General Hardware",3423,"Hand and Edge Tools, Except Machine Tools and Handsaws",Industrials,XLI
D,Manufacturing,34,"Fabricated Metal Products, Except Machinery And Transportation Equipment",342,"Cutlery, Handtools, And General Hardware",3425,Saw Blades and Handsaws,Industrials,XLI
D,Manufacturing,34,"Fabricated Metal Products, Except Machinery And Transportation Equipment",342,"Cutlery, Handtools, And General Hardware",3429,"Hardware, Not Elsewhere Classified",Industrials,XLI
D,Manufacturing,34,"Fabricated Metal Products, Except Machinery And Transportation Equipment",343,"Heating Equipment, Except Electric And Warm Air;",3431,Enameled Iron and Metal Sanitary Ware,Industrials,XLI
D,Manufacturing,34,"Fabricated Metal Products, Except Machinery And Transportation Equipment",343,"Heating Equipment, Except Electric And Warm Air;",3432,Plumbing Fixture Fittings and Trim,Industrials,XLI
D,Manufacturing,34,"Fabricated Metal Products, Except Machinery And Transportation Equipment",343,"Heating Equipment, Except Electric And Warm Air;",3433,"Heating Equipment, Except Electric and Warm Air Furnaces",Industrials,XLI
D,Manufacturing,34,"Fabricated Metal Products, Except Machinery And Transportation Equipment",344,Fabricated Structural Metal Products,3441,Fabricated Structural Metal,Industrials,XLI
D,Manufacturing,34,"Fabricated Metal Products, Except Machinery And Transportation Equipment",344,Fabricated Structural Metal Products,3442,"Metal Doors, Sash, Frames, Molding, and Trim Manufacturing",Industrials,XLI
D,Manufacturing,34,"Fabricated Metal Products, Except Machinery And Transportation Equipment",344,Fabricated Structural Metal Products,3443,Fabricated Plate Work (Boiler Shops),Industrials,XLI
D,Manufacturing,34,"Fabricated Metal Products, Except Machinery And Transportation Equipment",344,Fabricated Structural Metal Products,3444,Sheet Metal Work,Industrials,XLI
D,Manufacturing,34,"Fabricated Metal Products, Except Machinery And Transportation Equipment",344,Fabricated Structural Metal Products,3446,Architectural and Ornamental Metal Work,Industrials,XLI
D,Manufacturing,34,"Fabricated Metal Products, Except Machinery And Transportation Equipment",344,Fabricated Structural Metal Products,3448,Prefabricated Metal Buildings and Components,Industrials,XLI
D,Manufacturing,34,"Fabricated Metal Products, Except Machinery And Transportation Equipment",344,Fabricated Structural Metal Products,3449,Miscellaneous Structural Metal Work,Industrials,XLI
D,Manufacturing,34,"Fabricated Metal Products, Except Machinery And Transportation Equipment",345,"Screw Machine Products, And Bolts, Nuts, Screws, Rivets, And Washers",3451,Screw Machine Products,Industrials,XLI
D,Manufacturing,34,"Fabricated Metal Products, Except Machinery And Transportation Equipment",345,"Screw Machine Products, And Bolts, Nuts, Screws, Rivets, And Washers",3452,"Bolts, Nuts, Screws, Rivets, and Washers",Industrials,XLI
D,Manufacturing,34,"Fabricated Metal Products, Except Machinery And Transportation Equipment",346,Metal Forgings And Stampings,3462,Iron and Steel Forgings,Industrials,XLI
D,Manufacturing,34,"Fabricated Metal Products, Except Machinery And Transportation Equipment",346,Metal Forgings And Stampings,3463,Nonferrous Forgings,Industrials,XLI
D,Manufacturing,34,"Fabricated Metal Products, Except Machinery And Transportation Equipment",346,Metal Forgings And Stampings,3465,Automotive Stampings,Industrials,XLI
D,Manufacturing,34,"Fabricated Metal Products, Except Machinery And Transportation Equipment",346,Metal Forgings And Stampings,3466,Crowns and Closures,Industrials,XLI
D,Manufacturing,34,"Fabricated Metal Products, Except Machinery And Transportation Equipment",346,Metal Forgings And Stampings,3469,"Metal Stampings, Not Elsewhere Classified",Industrials,XLI
D,Manufacturing,34,"Fabricated Metal Products, Except Machinery And Transportation Equipment",347,"Coating, Engraving, And Allied Services",3471,"Electroplating, Plating, Polishing, Anodizing, and Coloring",Industrials,XLI
D,Manufacturing,34,"Fabricated Metal Products, Except Machinery And Transportation Equipment",347,"Coating, Engraving, And Allied Services",3479,"Coating, Engraving, and Allied Services, Not Elsewhere Classified",Industrials,XLI
D,Manufacturing,34,"Fabricated Metal Products, Except Machinery And Transportation Equipment",348,"Ordnance And Accessories, Except Vehicles And Guided Missiles",3482,Small Arms Ammunition,Industrials,XLI
D,Manufacturing,34,"Fabricated Metal Products, Except Machinery And Transportation Equipment",348,"Ordnance And Accessories, Except Vehicles And Guided Missiles",3483,"Ammunition, Except for Small Arms",Industrials,XLI
D,Manufacturing,34,"Fabricated Metal Products, Except Machinery And Transportation Equipment",348,"Ordnance And Accessories, Except Vehicles And Guided Missiles",3484,Small Arms,Industrials,XLI
D,Manufacturing,34,"Fabricated Metal Products, Except Machinery And Transportation Equipment",348,"Ordnance And Accessories, Except Vehicles And Guided Missiles",3489,"Ordnance and Accessories, Not Elsewhere Classified",Industrials,XLI
D,Manufacturing,34,"Fabricated Metal Products, Except Machinery And Transportation Equipment",349,Miscellaneous Fabricated Metal Products,3491,Industrial Valves,Industrials,XLI
D,Manufacturing,34,"Fabricated Metal Products, Except Machinery And Transportation Equipment",349,Miscellaneous Fabricated Metal Products,3492,Fluid Power Valves and Hose Fittings,Industrials,XLI
D,Manufacturing,34,"Fabricated Metal Products, Except Machinery And Transportation Equipment",349,Miscellaneous Fabricated Metal Products,3493,"Steel Springs, Except Wire",Industrials,XLI
D,Manufacturing,34,"Fabricated Metal Products, Except Machinery And Transportation Equipment",349,Miscellaneous Fabricated Metal Products,3494,"Valves and Pipe Fittings, Not Elsewhere Classified",Industrials,XLI
D,Manufacturing,34,"Fabricated Metal Products, Except Machinery And Transportation Equipment",349,Miscellaneous Fabricated Metal Products,3495,Wire Springs,Industrials,XLI
D,Manufacturing,34,"Fabricated Metal Products, Except Machinery And Transportation Equipment",349,Miscellaneous Fabricated Metal Products,3496,Miscellaneous Fabricated Wire Products,Industrials,XLI
D,Manufacturing,34,"Fabricated Metal Products, Except Machinery And Transportation Equipment",349,Miscellaneous Fabricated Metal Products,3497,Metal Foil and Leaf,Industrials,XLI
D,Manufacturing,34,"Fabricated Metal Products, Except Machinery And Transportation Equipment",349,Miscellaneous Fabricated Metal Products,3498,Fabricated Pipe and Pipe Fittings,Industrials,XLI
D,Manufacturing,34,"Fabricated Metal Products, Except Machinery And Transportation Equipment",349,Miscellaneous Fabricated Metal Products,3499,"Fabricated Metal Products, Not Elsewhere Classified",Industrials,XLI
D,Manufacturing,35,Industrial And Commercial Machinery And Computer Equipment,351,Engines And Turbines,3511,"Steam, Gas, and Hydraulic Turbines, and Turbine Generator Set Units",Industrials,XLI
D,Manufacturing,35,Industrial And Commercial Machinery And Computer Equipment,351,Engines And Turbines,3519,"Internal Combustion Engines, Not Elsewhere Classified",Industrials,XLI
D,Manufacturing,35,Industrial And Commercial Machinery And Computer Equipment,352,Farm And Garden Machinery And Equipment,3523,Farm Machinery and Equipment,Industrials,XLI
D,Manufacturing,35,Industrial And Commercial Machinery And Computer Equipment,352,Farm And Garden Machinery And Equipment,3524,Lawn and Garden Tractors and Home Lawn and Garden Equipment,Industrials,XLI
D,Manufacturing,35,Industrial And Commercial Machinery And Computer Equipment,353,"Construction, Mining, And Materials Handling",3531,Construction Machinery and Equipment,Industrials,XLI
D,Manufacturing,35,Industrial And Commercial Machinery And Computer Equipment,353,"Construction, Mining, And Materials Handling",3532,"Mining Machinery and Equipment, Except Oil and Gas Field Machinery and Equipment",Industrials,XLI
D,Manufacturing,35,Industrial And Commercial Machinery And Computer Equipment,353,"Construction, Mining, And Materials Handling",3533,Oil and Gas Field Machinery and Equipment,Industrials,XLI
D,Manufacturing,35,Industrial And Commercial Machinery And Computer Equipment,353,"Construction, Mining, And Materials Handling",3534,Elevators and Moving Stairways,Industrials,XLI
D,Manufacturing,35,Industrial And Commercial Machinery And Computer Equipment,353,"Construction, Mining, And Materials Handling",3535,Conveyors and Conveying Equipment,Industrials,XLI
D,Manufacturing,35,Industrial And Commercial Machinery And Computer Equipment,353,"Construction, Mining, And Materials Handling",3536,"Overhead Traveling Cranes, Hoists, and Monorail Systems",Industrials,XLI
D,Manufacturing,35,Industrial And Commercial Machinery And Computer Equipment,353,"Construction, Mining, And Materials Handling",3537,"Industrial Trucks, Tractors, Trailers, and Stackers",Industrials,XLI
D,Manufacturing,35,Industrial And Commercial Machinery And Computer Equipment,354,Metalworking Machinery And Equipment,3541,"Machine Tools, Metal Cutting Types",Industrials,XLI
D,Manufacturing,35,Industrial And Commercial Machinery And Computer Equipment,354,Metalworking Machinery And Equipment,3542,"Machine Tools, Metal Forming Types",Industrials,XLI
D,Manufacturing,35,Industrial And Commercial Machinery And Computer Equipment,354,Metalworking Machinery And Equipment,3543,Industrial Patterns,Industrials,XLI
D,Manufacturing,35,Industrial And Commercial Machinery And Computer Equipment,354,Metalworking Machinery And Equipment,3544,"Special Dies and Tools, Die Sets, Jigs and Fixtures, and Industrial Molds",Industrials,XLI
D,Manufacturing,35,Industrial And Commercial Machinery And Computer Equipment,354,Metalworking Machinery And Equipment,3545,"Cutting Tools, Machine Tool Accessories, and Machinists' Precision Measuring Devices",Industrials,XLI
D,Manufacturing,35,Industrial And Commercial Machinery And Computer Equipment,354,Metalworking Machinery And Equipment,3546,Power-Driven Handtools,Industrials,XLI
D,Manufacturing,35,Industrial And Commercial Machinery And Computer Equipment,354,Metalworking Machinery And Equipment,3547,Rolling Mill Machinery and Equipment,Industrials,XLI
D,Manufacturing,35,Industrial And Commercial Machinery And Computer Equipment,354,Metalworking Machinery And Equipment,3548,Electric and Gas Welding and Soldering Equipment,Industrials,XLI
D,Manufacturing,35,Industrial And Commercial Machinery And Computer Equipment,354,Metalworking Machinery And Equipment,3549,"Metalworking Machinery, Not Elsewhere Classified",Industrials,XLI
D,Manufacturing,35,Industrial And Commercial Machinery And Computer Equipment,355,"Special Industry Machinery, Except Metalworking",3552,Textile Machinery,Industrials,XLI
D,Manufacturing,35,Industrial And Commercial Machinery And Computer Equipment,355,"Special Industry Machinery, Except Metalworking",3553,Woodworking Machinery,Industrials,XLI
D,Manufacturing,35,Industrial And Commercial Machinery And Computer Equipment,355,"Special Industry Machinery, Except Metalworking",3554,Paper Industries Machinery,Industrials,XLI
D,Manufacturing,35,Industrial And Commercial Machinery And Computer Equipment,355,"Special Industry Machinery, Except Metalworking",3555,Printing Trades Machinery and Equipment,Industrials,XLI
D,Manufacturing,35,Industrial And Commercial Machinery And Computer Equipment,355,"Special Industry Machinery, Except Metalworking",3556,Food Products Machinery,Industrials,XLI
D,Manufacturing,35,Industrial And Commercial Machinery And Computer Equipment,355,"Special Industry Machinery, Except Metalworking",3559,"Special Industry Machinery, Not Elsewhere Classified",Industrials,XLI
D,Manufacturing,35,Industrial And Commercial Machinery And Computer Equipment,356,General Industrial Machinery And Equipment,3561,Pumps and Pumping Equipment,Industrials,XLI
D,Manufacturing,35,Industrial And Commercial Machinery And Computer Equipment,356,General Industrial Machinery And Equipment,3562,Ball and Roller Bearings,Industrials,XLI
D,Manufacturing,35,Industrial And Commercial Machinery And Computer Equipment,356,General Industrial Machinery And Equipment,3563,Air and Gas Compressors,Industrials,XLI
D,Manufacturing,35,Industrial And Commercial Machinery And Computer Equipment,356,General Industrial Machinery And Equipment,3564,Industrial and Commercial Fans and Blowers and Air Purification Equipment,Industrials,XLI
D,Manufacturing,35,Industrial And Commercial Machinery And Computer Equipment,356,General Industrial Machinery And Equipment,3565,Packaging Machinery,Industrials,XLI
D,Manufacturing,35,Industrial And Commercial Machinery And Computer Equipment,356,General Industrial Machinery And Equipment,3566,"Speed Changers, Industrial High-Speed Drives, and Gears",Industrials,XLI
D,Manufacturing,35,Industrial And Commercial Machinery And Computer Equipment,356,General Industrial Machinery And Equipment,3567,Industrial Process Furnaces and Ovens,Industrials,XLI
D,Manufacturing,35,Industrial And Commercial Machinery And Computer Equipment,356,General Industrial Machinery And Equipment,3568,"Mechanical Power Transmission Equipment, Not Elsewhere Classified",Industrials,XLI
D,Manufacturing,35,Industrial And Commercial Machinery And Computer Equipment,356,General Industrial Machinery And Equipment,3569,"General Industrial Machinery and Equipment, Not Elsewhere",Industrials,XLI
D,Manufacturing,35,Industrial And Commercial Machinery And Computer Equipment,357,Computer And Office Equipment,3571,Electronic Computers,Industrials,XLI
D,Manufacturing,35,Industrial And Commercial Machinery And Computer Equipment,357,Computer And Office Equipment,3572,Computer Storage Devices,Industrials,XLI
D,Manufacturing,35,Industrial And Commercial Machinery And Computer Equipment,357,Computer And Office Equipment,3575,Computer Terminals,Industrials,XLI
D,Manufacturing,35,Industrial And Commercial Machinery And Computer Equipment,357,Computer And Office Equipment,3577,"Computer Peripheral Equipment, Not Elsewhere Classified",Industrials,XLI
D,Manufacturing,35,Industrial And Commercial Machinery And Computer Equipment,357,Computer And Office Equipment,3578,"Calculating and Accounting Machines, Except Electronic Computers",Industrials,XLI
D,Manufacturing,35,Industrial And Commercial Machinery And Computer Equipment,357,Computer And Office Equipment,3579,"Office Machines, Not Elsewhere Classified",Industrials,XLI
D,Manufacturing,35,Industrial And Commercial Machinery And Computer Equipment,358,Refrigeration And Service Industry Machinery,3581,Automatic Vending Machines,Industrials,XLI
D,Manufacturing,35,Industrial And Commercial Machinery And Computer Equipment,358,Refrigeration And Service Industry Machinery,3582,"Commercial Laundry, Drycleaning, and Pressing Machines",Industrials,XLI
D,Manufacturing,35,Industrial And Commercial Machinery And Computer Equipment,358,Refrigeration And Service Industry Machinery,3585,Air-Conditioning and Warm Air Heating Equipment and Commercial and Industrial Refrigeration Equipment,Industrials,XLI
D,Manufacturing,35,Industrial And Commercial Machinery And Computer Equipment,358,Refrigeration And Service Industry Machinery,3586,Measuring and Dispensing Pumps,Industrials,XLI
D,Manufacturing,35,Industrial And Commercial Machinery And Computer Equipment,358,Refrigeration And Service Industry Machinery,3589,"Service Industry Machinery, Not Elsewhere Classified",Industrials,XLI
D,Manufacturing,35,Industrial And Commercial Machinery And Computer Equipment,359,Miscellaneous Industrial And Commercial,3592,"Carburetors, Pistons, Piston Rings, and Valves",Industrials,XLI
D,Manufacturing,35,Industrial And Commercial Machinery And Computer Equipment,359,Miscellaneous Industrial And Commercial,3593,Fluid Power Cylinders and Actuators,Industrials,XLI
D,Manufacturing,35,Industrial And Commercial Machinery And Computer Equipment,359,Miscellaneous Industrial And Commercial,3594,Fluid Power Pumps and Motors,Industrials,XLI
D,Manufacturing,35,Industrial And Commercial Machinery And Computer Equipment,359,Miscellaneous Industrial And Commercial,3596,"Scales and Balances, Except Laboratory",Industrials,XLI
D,Manufacturing,35,Industrial And Commercial Machinery And Computer Equipment,359,Miscellaneous Industrial And Commercial,3599,"Industrial and Commercial Machinery and Equipment, Not Elsewhere Classified",Industrials,XLI
D,Manufacturing,36,"Electronic And Other Electrical Equipment And Components, Except Computer Equipment",361,Electric Transmission And Distribution Equipment,3612,"Power, Distribution, and Specialty Transformers",Industrials,XLI
D,Manufacturing,36,"Electronic And Other Electrical Equipment And Components, Except Computer Equipment",361,Electric Transmission And Distribution Equipment,3613,Switchgear and Switchboard Apparatus,Industrials,XLI
D,Manufacturing,36,"Electronic And Other Electrical Equipment And Components, Except Computer Equipment",362,Electrical Industrial Apparatus,3621,Motors and Generators,Industrials,XLI
D,Manufacturing,36,"Electronic And Other Electrical Equipment And Components, Except Computer Equipment",362,Electrical Industrial Apparatus,3624,Carbon and Graphite Products,Industrials,XLI
D,Manufacturing,36,"Electronic And Other Electrical Equipment And Components, Except Computer Equipment",362,Electrical Industrial Apparatus,3625,Relays and Industrial Controls,Industrials,XLI
D,Manufacturing,36,"Electronic And Other Electrical Equipment And Components, Except Computer Equipment",362,Electrical Industrial Apparatus,3629,"Electrical Industrial Apparatus, Not Elsewhere Classified",Industrials,XLI
D,Manufacturing,36,"Electronic And Other Electrical Equipment And Components, Except Computer Equipment",363,Household Appliances,3631,Household Cooking Equipment,Industrials,XLI
D,Manufacturing,36,"Electronic And Other Electrical Equipment And Components, Except Computer Equipment",363,Household Appliances,3632,Household Refrigerators and HOme and Farm Freezers,Industrials,XLI
D,Manufacturing,36,"Electronic And Other Electrical Equipment And Components, Except Computer Equipment",363,Household Appliances,3633,Household Laundry Equipment,Industrials,XLI
D,Manufacturing,36,"Electronic And Other Electrical Equipment And Components, Except Computer Equipment",363,Household Appliances,3634,Electric Housewares and Fans,Industrials,XLI
D,Manufacturing,36,"Electronic And Other Electrical Equipment And Components, Except Computer Equipment",363,Household Appliances,3635,Household Vacuum Cleaners,Industrials,XLI
D,Manufacturing,36,"Electronic And Other Electrical Equipment And Components, Except Computer Equipment",363,Household Appliances,3639,"Household Appliances, Not Elsewhere Classified",Industrials,XLI
D,Manufacturing,36,"Electronic And Other Electrical Equipment And Components, Except Computer Equipment",364,Electric Lighting And Wiring Equipment,3641,Electric Lamp Bulbs and Tubes,Industrials,XLI
D,Manufacturing,36,"Electronic And Other Electrical Equipment And Components, Except Computer Equipment",364,Electric Lighting And Wiring Equipment,3643,Current-Carrying Wiring Devices,Industrials,XLI
D,Manufacturing,36,"Electronic And Other Electrical Equipment And Components, Except Computer Equipment",364,Electric Lighting And Wiring Equipment,3644,Noncurrent-Carrying Wiring Devices,Industrials,XLI
D,Manufacturing,36,"Electronic And Other Electrical Equipment And Components, Except Computer Equipment",364,Electric Lighting And Wiring Equipment,3645,Residential Electric Lighting Fixtures,Industrials,XLI
D,Manufacturing,36,"Electronic And Other Electrical Equipment And Components, Except Computer Equipment",364,Electric Lighting And Wiring Equipment,3646,"Commercial, Industrial, and Institutional Electric Lighting Fixtures",Industrials,XLI
D,Manufacturing,36,"Electronic And Other Electrical Equipment And Components, Except Computer Equipment",364,Electric Lighting And Wiring Equipment,3647,Vehicular Lighting Equipment,Industrials,XLI
D,Manufacturing,36,"Electronic And Other Electrical Equipment And Components, Except Computer Equipment",364,Electric Lighting And Wiring Equipment,3648,"Lighting Equipment, Not Elsewhere Classified",Industrials,XLI
D,Manufacturing,36,"Electronic And Other Electrical Equipment And Components, Except Computer Equipment",365,"Household Audio And Video Equipment, And Audio",3651,Household Audio and Video Equipment,Industrials,XLI
D,Manufacturing,36,"Electronic And Other Electrical Equipment And Components, Except Computer Equipment",365,"Household Audio And Video Equipment, And Audio",3652,Phonograph Records and Prerecorded Audio Tapes and Disks,Industrials,XLI
D,Manufacturing,36,"Electronic And Other Electrical Equipment And Components, Except Computer Equipment",366,Communications Equipment,3661,Telephone and Telegraph Apparatus,Industrials,XLI
D,Manufacturing,36,"Electronic And Other Electrical Equipment And Components, Except Computer Equipment",366,Communications Equipment,3663,Radio and Television Broadcasting and Communications Equipment,Industrials,XLI
D,Manufacturing,36,"Electronic And Other Electrical Equipment And Components, Except Computer Equipment",366,Communications Equipment,3669,"Communications Equipment, Not Elsewhere Classified",Industrials,XLI
D,Manufacturing,36,"Electronic And Other Electrical Equipment And Components, Except Computer Equipment",367,Electronic Components And Accessories,3671,Electron Tubes,Industrials,XLI
D,Manufacturing,36,"Electronic And Other Electrical Equipment And Components, Except Computer Equipment",367,Electronic Components And Accessories,3672,Printed Circuit Boards,Industrials,XLI
D,Manufacturing,36,"Electronic And Other Electrical Equipment And Components, Except Computer Equipment",367,Electronic Components And Accessories,3674,Semiconductors and Related Devices,Industrials,XLI
D,Manufacturing,36,"Electronic And Other Electrical Equipment And Components, Except Computer Equipment",367,Electronic Components And Accessories,3675,Electronic Capacitors,Industrials,XLI
D,Manufacturing,36,"Electronic And Other Electrical Equipment And Components, Except Computer Equipment",367,Electronic Components And Accessories,3676,Electronic Resistors,Industrials,XLI
D,Manufacturing,36,"Electronic And Other Electrical Equipment And Components, Except Computer Equipment",367,Electronic Components And Accessories,3677,"Electronic Coils, Transformers, and Other Inductors",Industrials,XLI
D,Manufacturing,36,"Electronic And Other Electrical Equipment And Components, Except Computer Equipment",367,Electronic Components And Accessories,3678,Electronic Connectors,Industrials,XLI
D,Manufacturing,36,"Electronic And Other Electrical Equipment And Components, Except Computer Equipment",367,Electronic Components And Accessories,3679,"Electronic Components, Not Elsewhere Classified",Industrials,XLI
D,Manufacturing,36,"Electronic And Other Electrical Equipment And Components, Except Computer Equipment",369,"Miscellaneous Electrical Machinery, Equipment, and Supplies",3691,Storage Batteries,Industrials,XLI
D,Manufacturing,36,"Electronic And Other Electrical Equipment And Components, Except Computer Equipment",369,"Miscellaneous Electrical Machinery, Equipment, and Supplies",3692,"Primary Batteries, Dry and Wet",Industrials,XLI
D,Manufacturing,36,"Electronic And Other Electrical Equipment And Components, Except Computer Equipment",369,"Miscellaneous Electrical Machinery, Equipment, and Supplies",3694,Electrical Equipment for Internal Combustion Engines,Industrials,XLI
D,Manufacturing,36,"Electronic And Other Electrical Equipment And Components, Except Computer Equipment",369,"Miscellaneous Electrical Machinery, Equipment, and Supplies",3695,Magnetic And Optical Recording Media,Industrials,XLI
D,Manufacturing,36,"Electronic And Other Electrical Equipment And Components, Except Computer Equipment",369,"Miscellaneous Electrical Machinery, Equipment, and Supplies",3699,"Electrical Machinery, Equipment, and Supplies, Not Elsewhere",Industrials,XLI
D,Manufacturing,37,Transportation Equipment,371,Motor Vehicles And Motor Vehicle Equipment,3711,Motor Vehicles and Passenger Car Bodies,Industrials,XLI
D,Manufacturing,37,Transportation Equipment,371,Motor Vehicles And Motor Vehicle Equipment,3713,Truck and Bus Bodies,Industrials,XLI
D,Manufacturing,37,Transportation Equipment,371,Motor Vehicles And Motor Vehicle Equipment,3714,Motor Vehicle Parts and Accessories,Industrials,XLI
D,Manufacturing,37,Transportation Equipment,371,Motor Vehicles And Motor Vehicle Equipment,3715,Truck Trailers,Industrials,XLI
D,Manufacturing,37,Transportation Equipment,371,Motor Vehicles And Motor Vehicle Equipment,3716,Motor Homes,Industrials,XLI
D,Manufacturing,37,Transportation Equipment,372,Aircraft And Parts,3721,Aircraft,Industrials,XLI
D,Manufacturing,37,Transportation Equipment,372,Aircraft And Parts,3724,Aircraft Engines and Engine Parts,Industrials,XLI
D,Manufacturing,37,Transportation Equipment,372,Aircraft And Parts,3728,"Aircraft Parts and Auxiliary Equipment, Not Elsewhere Classified",Industrials,XLI
D,Manufacturing,37,Transportation Equipment,373,Ship And Boat Building And Repairing,3731,Ship Building and Repairing,Industrials,XLI
D,Manufacturing,37,Transportation Equipment,373,Ship And Boat Building And Repairing,3732,Boat Building and Repairing,Industrials,XLI
D,Manufacturing,37,Transportation Equipment,374,Railroad Equipment,3743,Railroad Equipment,Industrials,XLI
D,Manufacturing,37,Transportation Equipment,375,"Motorcycles, Bicycles, And Parts",3751,"Motorcycles, Bicycles, and Parts",Industrials,XLI
D,Manufacturing,37,Transportation Equipment,376,Guided Missiles And Space Vehicles And Parts,3761,Guided Missiles and Space Vehicles,Industrials,XLI
D,Manufacturing,37,Transportation Equipment,376,Guided Missiles And Space Vehicles And Parts,3764,Guided Missile and Space Vehicle Propulsion Units and Propulsion Unit Parts,Industrials,XLI
D,Manufacturing,37,Transportation Equipment,376,Guided Missiles And Space Vehicles And Parts,3769,"Guided Missile Space Vehicle Parts and Auxiliary Equipment, Not Elsewhere Classified",Industrials,XLI
D,Manufacturing,37,Transportation Equipment,379,Miscellaneous Transportation Equipment,3792,Travel Trailers and Campers,Industrials,XLI
D,Manufacturing,37,Transportation Equipment,379,Miscellaneous Transportation Equipment,3795,Tanks and Tank Components,Industrials,XLI
D,Manufacturing,37,Transportation Equipment,379,Miscellaneous Transportation Equipment,3799,"Transportation Equipment, Not Elsewhere Classified",Industrials,XLI
D,Manufacturing,38,"Measuring, Analyzing, And Controlling Instruments; Photographic, Medical And Optical Goods; Watches And Clocks",381,"Search, Detection, Navigation, Guidance, Aeronautical, and Nautical Systems, Instruments, and Equipment",3812,"Search, Detection, Navigation, Guidance, Aeronautical, and Nautical Systems and Instruments",Industrials,XLI
D,Manufacturing,38,"Measuring, Analyzing, And Controlling Instruments; Photographic, Medical And Optical Goods; Watches And Clocks",382,"Laboratory Apparatus And Analytical, Optical, Measuring, and Controlling Instruments",3821,Laboratory Apparatus and Furniture,Industrials,XLI
D,Manufacturing,38,"Measuring, Analyzing, And Controlling Instruments; Photographic, Medical And Optical Goods; Watches And Clocks",382,"Laboratory Apparatus And Analytical, Optical, Measuring, and Controlling Instruments",3822,Automatic Controls for Regulating Residential and Commercial Environments and Appliances,Industrials,XLI
D,Manufacturing,38,"Measuring, Analyzing, And Controlling Instruments; Photographic, Medical And Optical Goods; Watches And Clocks",382,"Laboratory Apparatus And Analytical, Optical, Measuring, and Controlling Instruments",3823,"Industrial Instruments for Measurement, Display, and Control of Process Variables; and Related Products",Industrials,XLI
D,Manufacturing,38,"Measuring, Analyzing, And Controlling Instruments; Photographic, Medical And Optical Goods; Watches And Clocks",382,"Laboratory Apparatus And Analytical, Optical, Measuring, and Controlling Instruments",3824,Totalizing Fluid Meters and Counting Devices,Industrials,XLI
D,Manufacturing,38,"Measuring, Analyzing, And Controlling Instruments; Photographic, Medical And Optical Goods; Watches And Clocks",382,"Laboratory Apparatus And Analytical, Optical, Measuring, and Controlling Instruments",3825,Instruments for Measuring and Testing of Electricity and Electrical Signals,Industrials,XLI
